Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
Roenis Elias,SEA,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Adrian Houser,MIL,22,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Nick Martinez,SDP,47,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Rafael Montero,HOU,71,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Chris Devenski,- - -,13,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Sonny Gray,MIN,24,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
John Brebbia,SFG,76,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Michael Kelly,PHI,4,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Noe Ramirez,ARI,55,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Matt Wisler,TBR,39,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Mike Clevinger,SDP,23,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Andrew Kittredge,TBR,17,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Shawn Armstrong,- - -,50,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Matt Barnes,BOS,44,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Alex Claudio,NYM,3,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ken Giles,SEA,5,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Dylan Bundy,MIN,29,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Archie Bradley,LAA,21,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Joe Musgrove,SDP,30,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Andrew Chafin,DET,64,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Anthony DeSclafani,SFG,5,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Yu Darvish,SDP,30,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Gerrit Cole,NYY,33,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Derek Law,- - -,17,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Eduardo Rodriguez,DET,17,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Kyle Crick,CHW,14,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Zach Davies,ARI,27,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jordan Weems,WSN,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Michael Fulmer,- - -,67,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Louis Head,- - -,28,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ross Stripling,TOR,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Danny Coulombe,MIN,10,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Adrian Sampson,CHC,21,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Luis Cessa,CIN,46,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Hoby Milner,MIL,67,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Steven Matz,STL,15,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Dylan Floro,MIA,56,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Sam Selman,OAK,16,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
R.J. Alvarez,NYM,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Matt Koch,SEA,4,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Drew VerHagen,STL,19,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Marcus Stroman,CHC,25,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Pierce Johnson,SDP,15,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Taylor Rogers,- - -,66,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Lucas Sims,CIN,6,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Daniel Norris,- - -,41,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Connor Sadzeck,MIL,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Blake Snell,SDP,25,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Steven Okert,MIA,60,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Robert Stephenson,- - -,58,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Carl Edwards Jr.,WSN,57,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jakob Junis,SFG,23,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Clay Holmes,NYY,62,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tayler Scott,SDP,8,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jharel Cotton,- - -,30,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Robert Gsellman,CHC,8,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Joey Krehbiel,BAL,56,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Kyle Barraclough,LAA,8,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Max Fried,ATL,30,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tyler Duffey,MIN,40,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Chris Stratton,- - -,60,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Dominic Leone,SFG,55,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
JT Chargois,TBR,21,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Zach Eflin,PHI,20,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Alex Wood,SFG,26,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Matt Strahm,BOS,50,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Austin Adams,SDP,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Alec Mills,CHC,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Paul Sewald,SEA,65,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Chris Flexen,SEA,33,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Brent Suter,MIL,54,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Michael Wacha,BOS,23,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Kevin Gausman,TOR,31,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Lance McCullers Jr.,HOU,8,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Chris Mazza,TBR,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jose Berrios,TOR,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Josh Hader,- - -,56,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Luke Bard,- - -,9,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Wandy Peralta,NYY,56,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Frankie Montas,- - -,27,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Joel Payamps,- - -,41,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ty Blach,COL,24,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tyler Glasnow,TBR,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Amir Garrett,KCR,60,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Yunior Marte,SFG,39,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jackson Stephens,ATL,39,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Hyun-Jin Ryu,TOR,6,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
J.B. Wendelken,ARI,29,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Dereck Rodriguez,MIN,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jose Leclerc,TEX,39,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jorge Lopez,- - -,67,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Carlos Estevez,COL,62,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jose Ruiz,CHW,63,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Rowan Wick,CHC,64,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Chi Chi Gonzalez,- - -,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jandel Gustave,MIL,27,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Duane Underwood Jr.,PIT,51,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Andres Machado,WSN,51,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Luis Perdomo,MIL,14,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Anthony Banda,- - -,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Edwin Diaz,NYM,61,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Paul Blackburn,OAK,21,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Julio Urias,LAD,31,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Emilio Pagan,MIN,59,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Buck Farmer,CIN,44,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Mark Appel,PHI,6,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Michael Lorenzen,LAA,18,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Matt Dermody,CHC,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Joe Mantiply,ARI,69,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Sam Moll,OAK,53,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Caleb Smith,ARI,44,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jon Gray,TEX,24,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Reyes Moronta,- - -,39,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Chad Kuhl,COL,27,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Giovanny Gallegos,STL,57,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Scott Barlow,KCR,69,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Kyle Finnegan,WSN,66,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Corey Knebel,PHI,46,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Chase De Jong,PIT,42,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
German Marquez,COL,31,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tim Mayza,TOR,63,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Lou Trivino,- - -,64,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Trevor Gott,MIL,45,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Austin Voth,- - -,41,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Silvino Bracho,ATL,3,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Yency Almonte,LAD,33,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Rob Zastryzny,- - -,6,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Luke Farrell,- - -,6,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Collin Wiles,OAK,4,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tyler Danish,BOS,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ashton Goudeau,COL,12,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Justin Topa,MIL,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jimmy Yacabonis,- - -,14,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Cole Sulser,MIA,39,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Keynan Middleton,ARI,18,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Adam Cimber,TOR,77,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Austin Pruitt,OAK,39,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Steven Brault,CHC,9,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Kevin Herget,TBR,3,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Andrew Heaney,LAD,16,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Matthew Boyd,SEA,10,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Zack Weiss,LAA,12,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Mike Mayers,LAA,24,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Nick Pivetta,BOS,33,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Marco Gonzales,SEA,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Lucas Giolito,CHW,30,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Antonio Senzatela,COL,19,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Hunter Harvey,WSN,38,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Kendall Graveman,CHW,65,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tyler Rogers,SFG,68,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Mark Leiter Jr.,CHC,35,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Chad Green,NYY,14,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Nick Wittgren,STL,29,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Phillips Valdez,BOS,13,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Miguel Castro,NYY,34,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Luis Castillo,- - -,25,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Brad Keller,KCR,35,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Joe Jimenez,DET,62,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Devin Williams,MIL,65,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Zack Littell,SFG,39,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Paul Fry,- - -,13,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Sean Manaea,SDP,30,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Luis Severino,NYY,19,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Victor Arano,WSN,43,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ryne Stanek,HOU,59,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Zach Thompson,PIT,29,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jordan Romano,TOR,63,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Chris Ellis,BAL,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Carlos Rodon,SFG,31,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Aaron Nola,PHI,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Brandon Woodruff,MIL,27,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jake Reed,- - -,18,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Kyle Freeland,COL,31,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Aaron Bummer,CHW,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Sam Howard,PIT,3,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
A.J. Ladwig,MIA,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
John Means,BAL,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Sam Clay,- - -,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jesus Tinoco,TEX,17,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Gerardo Reyes,LAA,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ryan Borucki,- - -,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tyler Mahle,- - -,23,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ryan Castellani,OAK,3,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Reynaldo Lopez,CHW,61,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Yonny Chirinos,TBR,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Blake Taylor,HOU,19,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Foster Griffin,- - -,6,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
James Norwood,PHI,20,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ryan Yarbrough,TBR,20,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jordan Montgomery,- - -,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Dusten Knight,TBR,6,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Austin Gomber,COL,33,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Erik Swanson,SEA,57,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Bryan Abreu,HOU,55,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jeff Brigham,MIA,16,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ryan Thompson,TBR,47,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Julian Merryweather,TOR,26,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
